nameTeam,isWin,fgmTeam,fg3mTeam,fgaTeam,fg3aTeam,ftaTeam,ftmTeam,plusminusTeam
Los Angeles Lakers,TRUE,44,18,89,41,21,18,8
Golden State Warriors,FALSE,46,15,92,34,19,9,-8
Brooklyn Nets,FALSE,45,12,89,27,20,18,-6
Boston Celtics,TRUE,40,17,83,36,38,29,6
New York Knicks,TRUE,42,13,89,29,30,19,23
LA Clippers,FALSE,33,11,88,34,22,16,-23
New Orleans Pelicans,FALSE,48,14,101,33,29,20,-8
Denver Nuggets,TRUE,47,10,87,33,43,34,8
Cleveland Cavaliers,TRUE,39,11,85,36,23,15,8
Toronto Raptors,FALSE,37,6,94,24,26,16,-8
Houston Rockets,TRUE,43,13,82,34,36,24,11
Memphis Grizzlies,FALSE,44,5,97,26,27,19,-11
Oklahoma City Thunder,FALSE,39,8,92,40,19,17,-13
Utah Jazz,TRUE,40,23,89,52,17,13,13
Washington Wizards,TRUE,45,17,86,42,32,26,10
Indiana Pacers,FALSE,44,10,85,31,29,25,-10
Milwaukee Bucks,TRUE,47,15,87,32,29,23,10
Phoenix Suns,FALSE,50,14,93,31,11,8,-10
New York Knicks,TRUE,47,18,92,42,23,19,16
Sacramento Kings,FALSE,39,11,80,32,36,26,-16
Golden State Warriors,FALSE,45,17,88,40,23,17,-7
Denver Nuggets,TRUE,46,10,84,32,41,29,7
Los Angeles Lakers,FALSE,43,8,91,26,23,16,-7
San Antonio Spurs,TRUE,46,9,84,26,30,16,7
Utah Jazz,FALSE,36,12,83,31,24,19,-8
Dallas Mavericks,TRUE,39,17,88,46,20,16,8
Minnesota Timberwolves,TRUE,38,13,92,43,44,35,43
Portland Trail Blazers,FALSE,23,7,83,28,38,28,-43
Houston Rockets,FALSE,39,13,88,43,22,15,-17
Miami Heat,TRUE,49,14,91,31,14,11,17
Detroit Pistons,TRUE,43,12,93,33,23,15,3
Atlanta Hawks,FALSE,42,11,93,38,22,15,-3
Chicago Bulls,FALSE,39,8,87,24,26,20,-15
Philadelphia 76ers,TRUE,41,12,84,30,34,27,15
Indiana Pacers,FALSE,49,16,91,32,15,10,-3
Cleveland Cavaliers,TRUE,47,9,94,32,27,24,3
Charlotte Hornets,FALSE,45,13,92,41,22,18,-11
Brooklyn Nets,TRUE,46,18,82,35,29,22,11
LA Clippers,FALSE,33,12,93,39,23,19,-15
Golden State Warriors,TRUE,44,13,92,34,13,11,15
Oklahoma City Thunder,FALSE,42,16,84,39,21,15,-27
Milwaukee Bucks,TRUE,53,20,100,40,20,16,27
New Orleans Pelicans,FALSE,41,11,88,34,27,18,-21
Memphis Grizzlies,TRUE,48,16,101,44,24,20,21
Phoenix Suns,TRUE,35,13,92,37,23,19,3
Orlando Magic,FALSE,35,7,92,39,25,22,-3
Washington Wizards,FALSE,41,10,87,27,20,17,-6
LA Clippers,TRUE,43,16,86,32,13,13,6
Denver Nuggets,TRUE,40,9,82,35,19,17,6
Sacramento Kings,FALSE,38,12,85,34,18,12,-6
Utah Jazz,TRUE,42,17,81,46,27,22,38
Portland Trail Blazers,FALSE,29,9,89,36,22,18,-38
Dallas Mavericks,FALSE,27,6,86,44,25,17,-30
New York Knicks,TRUE,36,9,84,34,33,26,30
San Antonio Spurs,FALSE,38,9,84,32,20,19,-15
Toronto Raptors,TRUE,41,11,85,30,28,26,15
Los Angeles Lakers,FALSE,47,18,101,47,26,18,-9
Houston Rockets,TRUE,52,17,102,40,19,18,9
New Orleans Pelicans,FALSE,41,7,93,31,18,13,-6
Orlando Magic,TRUE,36,14,76,37,26,22,6
Minnesota Timberwolves,TRUE,45,22,86,52,26,20,30
Oklahoma City Thunder,FALSE,36,14,87,43,24,16,-30
Atlanta Hawks,FALSE,43,11,86,38,22,18,-9
Milwaukee Bucks,TRUE,47,12,94,35,23,18,9
Phoenix Suns,TRUE,45,11,99,37,10,10,21
Miami Heat,FALSE,35,10,88,33,13,10,-21
Boston Celtics,TRUE,46,12,93,37,14,11,14
Charlotte Hornets,FALSE,36,8,85,33,28,21,-14
Chicago Bulls,TRUE,40,3,76,15,35,31,6
Detroit Pistons,FALSE,42,11,82,31,17,13,-6
Brooklyn Nets,TRUE,51,18,91,40,17,9,29
Philadelphia 76ers,FALSE,30,14,93,36,30,26,-29
Denver Nuggets,FALSE,35,7,84,31,32,25,-11
Golden State Warriors,TRUE,42,14,88,42,20,15,11
Memphis Grizzlies,TRUE,46,9,104,26,29,17,4
New York Knicks,FALSE,38,10,90,25,37,28,-4
Atlanta Hawks,TRUE,43,9,90,31,19,17,6
LA Clippers,FALSE,40,12,82,32,17,14,-6
Washington Wizards,FALSE,39,9,85,27,33,22,-13
Los Angeles Lakers,TRUE,48,14,91,31,17,12,13
Phoenix Suns,FALSE,44,11,88,36,17,13,-5
Toronto Raptors,TRUE,42,14,94,32,21,19,5
San Antonio Spurs,TRUE,34,6,85,29,43,30,2
Utah Jazz,FALSE,37,13,92,40,23,15,-2
Charlotte Hornets,TRUE,52,22,87,47,20,16,22
New Orleans Pelicans,FALSE,43,15,86,39,25,19,-22
Cleveland Cavaliers,FALSE,35,8,79,25,29,27,-12
Miami Heat,TRUE,41,11,86,35,27,24,12
Dallas Mavericks,TRUE,40,11,88,36,28,22,13
Houston Rockets,FALSE,41,6,86,30,19,12,-13
Boston Celtics,TRUE,42,6,90,32,30,24,11
Detroit Pistons,FALSE,35,10,83,34,24,23,-11
Minnesota Timberwolves,FALSE,41,15,90,45,13,13,-8
Orlando Magic,TRUE,40,16,86,40,25,22,8
Washington Wizards,FALSE,39,14,83,34,27,26,-9
Portland Trail Blazers,TRUE,48,11,93,30,22,20,9
Sacramento Kings,FALSE,47,13,94,33,21,18,-9
Utah Jazz,TRUE,48,16,86,41,31,22,9
Denver Nuggets,FALSE,43,11,78,27,24,18,-12
Toronto Raptors,TRUE,48,12,102,31,25,19,12
Milwaukee Bucks,FALSE,38,17,92,44,23,16,-13
Golden State Warriors,TRUE,45,18,93,45,15,14,13
Chicago Bulls,TRUE,39,9,88,21,15,14,10
Cleveland Cavaliers,FALSE,36,5,86,24,17,14,-10
Miami Heat,FALSE,35,15,88,45,25,19,-9
Minnesota Timberwolves,TRUE,35,15,83,42,32,28,9
San Antonio Spurs,FALSE,42,11,102,34,16,13,-11
Indiana Pacers,TRUE,45,14,92,36,15,15,11
Atlanta Hawks,TRUE,46,17,84,38,24,22,3
Indiana Pacers,FALSE,46,15,89,35,26,21,-3
Houston Rockets,FALSE,39,12,77,31,25,15,-25
New Orleans Pelicans,TRUE,48,10,93,32,34,24,25
Orlando Magic,FALSE,41,18,91,43,20,14,-2
Philadelphia 76ers,TRUE,35,14,92,37,37,32,2
Boston Celtics,FALSE,33,9,88,37,19,17,-3
Dallas Mavericks,TRUE,33,15,74,37,19,14,3
Los Angeles Lakers,FALSE,36,16,81,40,31,23,-29
Phoenix Suns,TRUE,58,12,102,33,14,12,29
Memphis Grizzlies,TRUE,48,11,102,29,20,18,7
Oklahoma City Thunder,FALSE,41,13,97,41,28,23,-7
Detroit Pistons,FALSE,36,12,80,29,20,18,-4
LA Clippers,TRUE,40,10,89,30,20,16,4
New York Knicks,FALSE,39,11,83,29,21,18,-3
Brooklyn Nets,TRUE,44,6,89,29,22,16,3
Charlotte Hornets,TRUE,49,20,91,35,21,16,18
Oklahoma City Thunder,FALSE,42,16,90,44,19,16,-18
Toronto Raptors,TRUE,39,10,96,37,36,26,11
Los Angeles Lakers,FALSE,34,13,87,42,29,22,-11
Utah Jazz,FALSE,37,17,93,48,24,20,-6
Milwaukee Bucks,TRUE,40,12,86,31,29,25,6
Golden State Warriors,TRUE,45,18,84,45,22,18,14
Washington Wizards,FALSE,42,10,82,26,23,18,-14
Chicago Bulls,FALSE,36,10,88,34,22,21,-9
Sacramento Kings,TRUE,39,10,82,25,26,24,9
Minnesota Timberwolves,TRUE,52,17,90,33,32,28,10
San Antonio Spurs,FALSE,52,13,97,35,26,22,-10
Atlanta Hawks,TRUE,40,12,109,48,32,30,9
Portland Trail Blazers,FALSE,44,10,88,24,21,15,-9
Philadelphia 76ers,FALSE,36,12,84,33,32,26,-4
Denver Nuggets,TRUE,44,13,82,33,20,13,4
LA Clippers,FALSE,43,12,98,36,17,13,-9
Cleveland Cavaliers,TRUE,41,15,86,30,32,23,9
Indiana Pacers,FALSE,41,6,98,30,19,14,-33
Memphis Grizzlies,TRUE,54,15,105,40,20,12,33
Brooklyn Nets,TRUE,53,16,88,27,34,28,42
Orlando Magic,FALSE,36,15,95,41,27,21,-42
New Orleans Pelicans,FALSE,43,12,86,34,24,17,-16
Phoenix Suns,TRUE,49,18,90,34,15,15,16
Detroit Pistons,FALSE,37,10,80,34,22,14,-7
Miami Heat,TRUE,29,12,72,33,39,35,7
Houston Rockets,FALSE,42,16,85,39,19,12,-17
Phoenix Suns,TRUE,53,13,95,33,13,10,17
Brooklyn Nets,FALSE,45,9,91,26,15,12,-2
Dallas Mavericks,TRUE,41,12,83,34,19,19,2
New York Knicks,TRUE,40,16,80,38,39,32,30
Portland Trail Blazers,FALSE,40,11,91,34,14,7,-30
Denver Nuggets,TRUE,46,15,90,37,21,20,18
Washington Wizards,FALSE,41,5,87,23,31,22,-18
Cleveland Cavaliers,FALSE,39,9,80,28,32,27,-4
Philadelphia 76ers,TRUE,41,12,79,32,28,24,4
Charlotte Hornets,TRUE,43,11,87,35,23,19,10
Atlanta Hawks,FALSE,40,13,93,37,14,13,-10
Toronto Raptors,TRUE,38,11,83,32,21,16,3
LA Clippers,FALSE,38,11,78,30,15,13,-3
Golden State Warriors,FALSE,32,11,86,48,16,13,-22
Boston Celtics,TRUE,38,15,81,40,22,19,22
Sacramento Kings,FALSE,46,16,94,43,21,18,-9
Milwaukee Bucks,TRUE,47,18,89,35,32,23,9
Chicago Bulls,FALSE,43,12,91,34,17,12,-15
Utah Jazz,TRUE,42,19,83,39,29,22,15
Oklahoma City Thunder,FALSE,43,13,82,35,29,21,-2
San Antonio Spurs,TRUE,43,19,98,41,20,17,2
Minnesota Timberwolves,TRUE,40,17,90,42,31,27,20
Los Angeles Lakers,FALSE,39,10,93,44,23,16,-20
Orlando Magic,FALSE,47,11,97,30,21,15,-14
Detroit Pistons,TRUE,47,20,94,43,31,20,14
Phoenix Suns,TRUE,47,11,84,25,26,24,27
Chicago Bulls,FALSE,35,7,85,27,31,25,-27
Boston Celtics,TRUE,46,22,82,40,17,12,29
Sacramento Kings,FALSE,33,13,79,36,24,18,-29
Utah Jazz,TRUE,47,16,97,44,14,11,29
LA Clippers,FALSE,31,11,86,35,21,19,-29
New Orleans Pelicans,TRUE,48,14,96,34,18,14,33
San Antonio Spurs,FALSE,32,11,89,44,20,16,-33
Houston Rockets,FALSE,39,12,79,27,32,28,-3
Indiana Pacers,TRUE,47,14,101,43,19,13,3
Oklahoma City Thunder,FALSE,40,10,84,34,23,18,-12
Miami Heat,TRUE,46,18,95,51,12,10,12
Los Angeles Lakers,TRUE,47,19,96,43,21,15,5
Toronto Raptors,FALSE,49,12,97,37,20,13,-5
Cleveland Cavaliers,TRUE,44,14,98,37,26,17,3
Denver Nuggets,FALSE,46,10,92,33,18,14,-3
Portland Trail Blazers,FALSE,48,13,96,35,24,14,-5
Brooklyn Nets,TRUE,45,10,77,25,33,28,5
New York Knicks,TRUE,31,10,90,33,36,28,3
Washington Wizards,FALSE,34,13,79,34,21,16,-3
Memphis Grizzlies,FALSE,40,8,86,22,23,17,-15
Atlanta Hawks,TRUE,45,13,91,28,21,17,15
Philadelphia 76ers,TRUE,37,16,75,38,23,21,10
Dallas Mavericks,FALSE,37,12,80,32,21,15,-10
Washington Wizards,TRUE,44,13,85,31,31,26,8
Los Angeles Lakers,FALSE,48,13,91,35,11,10,-8
Detroit Pistons,FALSE,41,13,85,30,19,14,-4
Cleveland Cavaliers,TRUE,45,10,88,26,23,13,4
Dallas Mavericks,FALSE,39,14,89,38,20,16,-21
Charlotte Hornets,TRUE,44,20,88,42,27,21,21
Minnesota Timberwolves,TRUE,47,22,92,47,26,22,19
Milwaukee Bucks,FALSE,43,19,97,52,17,14,-19
Oklahoma City Thunder,FALSE,30,13,92,48,18,12,-5
Orlando Magic,TRUE,32,7,83,31,24,19,5
Memphis Grizzlies,TRUE,46,16,96,34,17,14,24
Houston Rockets,FALSE,37,10,86,31,24,14,-24
Portland Trail Blazers,FALSE,38,9,81,33,18,13,-31
Indiana Pacers,TRUE,48,15,84,35,21,18,31
San Antonio Spurs,TRUE,38,15,98,40,25,19,2
Golden State Warriors,FALSE,41,11,90,33,21,15,-2
Philadelphia 76ers,FALSE,30,7,73,27,28,21,-5
Toronto Raptors,TRUE,35,7,93,26,23,16,5
Denver Nuggets,FALSE,35,14,87,39,25,20,-20
Boston Celtics,TRUE,47,19,82,40,11,11,20
New York Knicks,FALSE,31,16,83,40,21,15,-15
Utah Jazz,TRUE,34,17,74,46,29,23,15
Phoenix Suns,TRUE,46,12,92,28,27,23,3
Sacramento Kings,FALSE,39,16,91,34,36,30,-3
New Orleans Pelicans,TRUE,43,7,96,21,27,24,5
Atlanta Hawks,FALSE,41,10,87,32,23,20,-5
Dallas Mavericks,TRUE,40,14,83,46,21,16,2
Minnesota Timberwolves,FALSE,36,13,91,36,29,23,-2
Boston Celtics,TRUE,44,15,86,40,34,29,9
Oklahoma City Thunder,FALSE,48,17,93,37,14,10,-9
Washington Wizards,FALSE,35,6,85,29,24,21,-18
Houston Rockets,TRUE,42,20,85,39,13,11,18
Toronto Raptors,FALSE,40,6,91,32,15,13,-14
Chicago Bulls,TRUE,44,11,90,28,24,14,14
Detroit Pistons,FALSE,36,9,85,35,41,34,-4
Portland Trail Blazers,TRUE,37,8,88,28,49,37,4
Brooklyn Nets,TRUE,45,11,83,30,15,13,8
Utah Jazz,FALSE,37,14,83,39,22,18,-8
Miami Heat,FALSE,38,10,80,33,20,20,-7
Philadelphia 76ers,TRUE,43,15,86,37,16,12,7
Los Angeles Lakers,TRUE,53,12,94,32,16,13,11
Cleveland Cavaliers,FALSE,45,14,86,39,19,16,-11
New Orleans Pelicans,FALSE,40,9,90,24,16,14,-3
Charlotte Hornets,TRUE,40,13,79,37,15,13,3
Denver Nuggets,TRUE,45,16,83,32,23,21,12
LA Clippers,FALSE,42,10,86,32,26,21,-12
Milwaukee Bucks,TRUE,50,12,82,28,20,14,28
Chicago Bulls,FALSE,39,13,92,33,13,7,-28
Atlanta Hawks,TRUE,40,15,81,36,27,22,6
New York Knicks,FALSE,42,13,86,34,26,14,-6
Golden State Warriors,FALSE,34,11,85,32,16,11,-4
Orlando Magic,TRUE,34,10,79,36,20,16,4
Philadelphia 76ers,TRUE,47,10,91,27,28,22,5
Los Angeles Lakers,FALSE,50,11,97,30,16,10,-5
San Antonio Spurs,TRUE,46,19,94,44,24,22,37
Portland Trail Blazers,FALSE,36,7,94,26,18,17,-37
Houston Rockets,FALSE,33,4,82,28,28,21,-19
Dallas Mavericks,TRUE,42,8,86,33,22,18,19
Orlando Magic,FALSE,36,17,93,51,16,13,-16
Oklahoma City Thunder,TRUE,38,17,79,41,30,25,16
Golden State Warriors,TRUE,40,15,77,36,27,23,14
Miami Heat,FALSE,37,14,85,36,21,16,-14
Memphis Grizzlies,TRUE,47,19,101,38,22,19,12
Brooklyn Nets,FALSE,43,9,87,25,27,25,-12
Minnesota Timberwolves,FALSE,42,13,95,43,22,19,-9
Phoenix Suns,TRUE,45,12,86,33,29,23,9
Sacramento Kings,TRUE,43,12,82,37,17,12,1
Indiana Pacers,FALSE,42,14,91,36,11,11,-1
Boston Celtics,TRUE,50,19,84,36,7,6,28
Utah Jazz,FALSE,35,8,88,36,21,19,-28
Atlanta Hawks,FALSE,37,14,92,44,15,13,-21
Detroit Pistons,TRUE,44,12,88,33,25,22,21
Charlotte Hornets,FALSE,42,13,89,46,17,9,-15
New York Knicks,TRUE,43,20,83,45,17,15,15
Denver Nuggets,FALSE,48,15,81,32,27,19,-10
Phoenix Suns,TRUE,52,13,86,27,29,23,10
New Orleans Pelicans,TRUE,41,12,83,29,34,32,17
Chicago Bulls,FALSE,40,14,78,34,19,15,-17
Washington Wizards,FALSE,43,11,92,38,9,5,-12
Milwaukee Bucks,TRUE,42,16,81,35,16,14,12
Memphis Grizzlies,TRUE,50,21,93,42,17,12,30
Indiana Pacers,FALSE,39,9,92,33,23,16,-30
Toronto Raptors,TRUE,42,16,89,37,19,17,13
Cleveland Cavaliers,FALSE,37,12,79,30,22,18,-13
LA Clippers,FALSE,34,8,85,25,25,21,-25
Philadelphia 76ers,TRUE,43,15,92,35,24,21,25
Houston Rockets,TRUE,43,19,83,45,23,20,19
Portland Trail Blazers,FALSE,43,3,85,20,23,17,-19
Miami Heat,FALSE,35,12,70,33,25,21,-8
New York Knicks,TRUE,36,17,82,50,28,22,8
Dallas Mavericks,FALSE,35,10,90,43,19,15,-21
Minnesota Timberwolves,TRUE,43,11,84,32,24,19,21
Golden State Warriors,FALSE,43,14,90,41,13,10,-11
Atlanta Hawks,TRUE,46,14,89,37,19,15,11
Washington Wizards,TRUE,36,9,83,30,21,19,3
Detroit Pistons,FALSE,39,6,95,32,14,13,-3
Charlotte Hornets,TRUE,41,13,88,34,17,12,6
Utah Jazz,FALSE,38,17,84,47,11,8,-6
Portland Trail Blazers,FALSE,37,12,93,40,17,12,-17
Houston Rockets,TRUE,44,15,84,35,18,12,17
Cleveland Cavaliers,FALSE,34,7,82,31,27,19,-4
Chicago Bulls,TRUE,36,5,75,21,25,21,4
Denver Nuggets,TRUE,41,8,85,31,24,23,6
Oklahoma City Thunder,FALSE,39,14,84,36,16,15,-6
Milwaukee Bucks,FALSE,37,7,93,32,26,21,-25
Memphis Grizzlies,TRUE,49,13,102,37,23,16,25
Toronto Raptors,TRUE,51,15,84,32,19,14,40
Indiana Pacers,FALSE,33,11,79,36,20,14,-40
Orlando Magic,FALSE,45,13,106,36,7,7,-4
Sacramento Kings,TRUE,42,11,98,36,24,19,4
Miami Heat,FALSE,33,10,75,34,26,19,-15
Brooklyn Nets,TRUE,39,11,83,33,26,21,15
San Antonio Spurs,TRUE,39,7,92,26,25,22,4
New Orleans Pelicans,FALSE,40,10,90,32,19,13,-4
Brooklyn Nets,FALSE,43,7,97,34,26,17,-9
Charlotte Hornets,TRUE,42,17,98,32,23,18,9
Dallas Mavericks,TRUE,40,17,77,34,24,17,14
Utah Jazz,FALSE,41,12,89,34,10,6,-14
New Orleans Pelicans,TRUE,44,9,91,27,24,19,8
Los Angeles Lakers,FALSE,42,14,80,35,16,10,-8
Philadelphia 76ers,FALSE,37,10,89,36,26,20,-10
Phoenix Suns,TRUE,45,13,87,27,17,11,10
Minnesota Timberwolves,FALSE,45,14,84,32,12,8,-22
Boston Celtics,TRUE,49,17,87,39,21,19,22
New York Knicks,TRUE,34,13,85,41,29,23,2
Detroit Pistons,FALSE,39,8,85,29,18,16,-2
Golden State Warriors,FALSE,38,8,89,33,39,31,-8
Washington Wizards,TRUE,44,16,84,28,22,19,8
Portland Trail Blazers,FALSE,51,20,112,50,13,9,-3
Oklahoma City Thunder,TRUE,48,20,90,45,25,18,3
Golden State Warriors,FALSE,33,9,81,29,26,20,-28
Memphis Grizzlies,TRUE,43,12,92,30,35,25,28
Houston Rockets,FALSE,38,20,92,49,28,24,-3
San Antonio Spurs,TRUE,47,7,100,29,28,22,3
Chicago Bulls,FALSE,34,6,79,23,33,30,-5
New York Knicks,TRUE,38,12,89,35,35,21,5
Sacramento Kings,FALSE,37,12,81,35,18,14,-23
Miami Heat,TRUE,49,19,90,40,6,6,23
Charlotte Hornets,FALSE,44,13,93,42,12,8,-4
Denver Nuggets,TRUE,40,12,86,33,28,21,4
Atlanta Hawks,TRUE,47,17,86,35,26,21,9
Indiana Pacers,FALSE,45,17,87,36,18,16,-9
Cleveland Cavaliers,TRUE,37,13,83,41,23,20,6
Orlando Magic,FALSE,42,10,87,37,13,7,-6
Toronto Raptors,TRUE,46,10,106,39,18,13,3
Boston Celtics,FALSE,39,12,95,40,28,22,-3
Utah Jazz,FALSE,43,12,78,31,29,17,-6
LA Clippers,TRUE,41,15,83,36,28,24,6
Brooklyn Nets,TRUE,42,15,76,28,34,31,7
Detroit Pistons,FALSE,48,16,99,38,13,11,-7
Los Angeles Lakers,FALSE,40,12,89,44,22,18,-18
Dallas Mavericks,TRUE,45,20,87,46,23,18,18
Milwaukee Bucks,TRUE,44,14,88,38,23,16,2
Philadelphia 76ers,FALSE,43,16,89,41,18,14,-2
Washington Wizards,FALSE,38,6,79,26,17,12,-13
Chicago Bulls,TRUE,43,6,85,18,18,15,13
Phoenix Suns,TRUE,38,7,92,28,30,24,4
Golden State Warriors,FALSE,35,13,83,38,25,20,-4
New Orleans Pelicans,TRUE,40,6,78,24,39,31,10
Portland Trail Blazers,FALSE,39,14,85,42,18,15,-10
San Antonio Spurs,FALSE,42,14,83,35,16,13,-1
Memphis Grizzlies,TRUE,44,16,91,39,11,8,1
Houston Rockets,FALSE,43,13,94,42,25,19,-3
Sacramento Kings,TRUE,44,7,95,26,36,26,3
Miami Heat,TRUE,38,13,79,34,25,17,8
Boston Celtics,FALSE,35,11,85,37,23,17,-8
Atlanta Hawks,TRUE,49,18,91,39,22,20,18
Oklahoma City Thunder,FALSE,41,17,87,41,27,19,-18
Charlotte Hornets,TRUE,49,12,90,35,17,15,11
New York Knicks,FALSE,40,16,85,44,26,18,-11
Indiana Pacers,FALSE,44,12,97,40,23,18,-7
Denver Nuggets,TRUE,50,12,80,28,14,13,7
Orlando Magic,FALSE,40,11,96,34,22,19,-17
Washington Wizards,TRUE,47,13,92,36,26,20,17
Toronto Raptors,TRUE,48,18,96,36,15,11,23
Minnesota Timberwolves,FALSE,37,11,92,37,23,17,-23
Dallas Mavericks,TRUE,46,16,88,42,15,12,8
Cleveland Cavaliers,FALSE,42,11,83,25,22,17,-8
Chicago Bulls,TRUE,50,10,102,29,32,25,5
LA Clippers,FALSE,45,16,90,36,26,24,-5
Milwaukee Bucks,TRUE,40,12,89,41,34,28,1
Brooklyn Nets,FALSE,45,18,97,37,16,11,-1
Atlanta Hawks,TRUE,45,17,91,39,28,24,24
Cleveland Cavaliers,FALSE,39,7,90,30,28,22,-24
Detroit Pistons,TRUE,41,10,82,35,15,10,8
Philadelphia 76ers,FALSE,31,7,69,26,28,25,-8
Los Angeles Lakers,FALSE,41,7,83,25,28,20,-13
Utah Jazz,TRUE,46,15,90,44,24,15,13
Los Angeles Lakers,FALSE,39,11,82,27,31,22,-3
New Orleans Pelicans,TRUE,41,7,79,26,29,25,3
Denver Nuggets,FALSE,46,12,86,35,29,26,-6
Minnesota Timberwolves,TRUE,43,19,86,40,36,31,6
Portland Trail Blazers,FALSE,41,15,92,35,20,14,-19
San Antonio Spurs,TRUE,46,16,81,37,28,22,19
Phoenix Suns,FALSE,47,10,86,27,17,10,-8
Memphis Grizzlies,TRUE,46,7,102,24,28,23,8
Sacramento Kings,TRUE,42,12,81,28,34,26,5
Houston Rockets,FALSE,41,17,97,45,26,18,-5
LA Clippers,TRUE,56,23,92,43,24,18,34
Milwaukee Bucks,FALSE,50,8,94,25,18,11,-34
Toronto Raptors,TRUE,36,13,86,42,20,17,13
Orlando Magic,FALSE,34,11,79,35,11,10,-13
Detroit Pistons,TRUE,40,15,94,48,18,15,9
Oklahoma City Thunder,FALSE,36,11,84,34,29,18,-9
Indiana Pacers,FALSE,42,17,81,36,23,22,-5
Boston Celtics,TRUE,45,12,83,33,28,26,5
Washington Wizards,TRUE,49,17,90,33,22,20,32
Dallas Mavericks,FALSE,34,11,78,38,26,24,-32
Golden State Warriors,TRUE,40,20,84,48,12,11,4
Utah Jazz,FALSE,38,15,89,46,22,16,-4
Miami Heat,TRUE,44,17,82,34,27,22,18
Chicago Bulls,FALSE,37,9,86,34,29,26,-18
Atlanta Hawks,TRUE,36,13,86,41,49,37,7
Brooklyn Nets,FALSE,42,17,99,37,19,14,-7
New York Knicks,FALSE,31,13,77,30,34,26,-18
Cleveland Cavaliers,TRUE,44,15,81,34,21,16,18
Philadelphia 76ers,TRUE,53,21,87,43,21,17,30
Charlotte Hornets,FALSE,42,11,87,30,24,19,-30
New York Knicks,TRUE,45,15,93,44,16,13,30
Orlando Magic,FALSE,30,12,85,44,27,16,-30
LA Clippers,TRUE,45,21,95,44,10,8,19
New Orleans Pelicans,FALSE,35,9,87,24,27,21,-19
Golden State Warriors,TRUE,41,16,79,34,15,11,19
Sacramento Kings,FALSE,31,7,81,33,24,21,-19
Detroit Pistons,TRUE,43,21,99,41,18,14,4
Indiana Pacers,FALSE,45,12,94,38,19,15,-4
Miami Heat,TRUE,41,18,79,38,22,14,5
Toronto Raptors,FALSE,35,12,83,39,34,27,-5
Minnesota Timberwolves,TRUE,51,17,86,41,25,20,7
Houston Rockets,FALSE,48,16,85,40,29,20,-7
Los Angeles Lakers,FALSE,49,6,92,20,21,14,-11
Denver Nuggets,TRUE,47,12,82,31,29,23,11
Dallas Mavericks,TRUE,39,16,76,38,27,24,6
Milwaukee Bucks,FALSE,42,15,95,40,18,13,-6
Washington Wizards,FALSE,38,8,82,21,20,18,-42
Boston Celtics,TRUE,56,23,91,44,13,9,42
San Antonio Spurs,TRUE,38,14,84,42,30,23,21
Portland Trail Blazers,FALSE,33,16,84,45,15,10,-21
Oklahoma City Thunder,TRUE,43,17,87,41,18,14,21
Phoenix Suns,FALSE,37,7,89,38,17,15,-21
Philadelphia 76ers,TRUE,33,11,80,31,42,35,4
Cleveland Cavaliers,FALSE,35,15,78,33,31,23,-4
Philadelphia 76ers,TRUE,47,23,87,40,18,14,9
Indiana Pacers,FALSE,45,12,95,40,21,20,-9
Chicago Bulls,FALSE,42,9,98,33,13,13,-21
Milwaukee Bucks,TRUE,46,12,87,35,25,23,21
Oklahoma City Thunder,TRUE,39,9,81,29,22,11,4
Portland Trail Blazers,FALSE,35,11,83,32,16,13,-4
Minnesota Timberwolves,FALSE,41,14,91,41,25,18,-18
Washington Wizards,TRUE,56,13,101,30,14,7,18
Charlotte Hornets,FALSE,45,12,85,38,18,13,-29
Miami Heat,TRUE,48,23,84,42,29,25,29
Houston Rockets,FALSE,40,11,99,43,25,14,-13
Brooklyn Nets,TRUE,39,15,86,37,27,25,13
Atlanta Hawks,FALSE,43,14,94,37,12,8,-10
Toronto Raptors,TRUE,44,9,101,35,31,21,10
Phoenix Suns,TRUE,50,14,102,39,9,7,11
Los Angeles Lakers,FALSE,39,9,86,29,30,23,-11
Orlando Magic,TRUE,47,16,93,35,15,10,5
Cleveland Cavaliers,FALSE,42,16,86,36,22,15,-5
New Orleans Pelicans,TRUE,45,12,88,25,26,21,14
Sacramento Kings,FALSE,39,11,76,30,22,20,-14
Memphis Grizzlies,FALSE,39,13,101,31,29,24,-6
Utah Jazz,TRUE,40,12,96,38,43,29,6
San Antonio Spurs,TRUE,44,12,89,26,24,16,19
Denver Nuggets,FALSE,41,7,98,33,12,8,-19
Phoenix Suns,FALSE,42,17,108,48,12,8,-4
LA Clippers,TRUE,33,12,75,34,44,35,4
Utah Jazz,TRUE,49,15,84,36,32,24,36
Oklahoma City Thunder,FALSE,37,16,90,37,17,11,-36
Chicago Bulls,FALSE,35,7,80,23,23,17,-23
Boston Celtics,TRUE,43,17,88,37,22,14,23
Atlanta Hawks,TRUE,43,16,92,39,19,16,15
Washington Wizards,FALSE,42,10,86,35,11,9,-15
New York Knicks,FALSE,32,13,83,38,36,21,-12
Brooklyn Nets,TRUE,41,14,93,41,18,14,12
Dallas Mavericks,TRUE,45,15,80,33,34,26,18
Detroit Pistons,FALSE,35,11,82,30,35,32,-18
Boston Celtics,FALSE,43,21,87,50,19,14,-6
Milwaukee Bucks,TRUE,49,14,97,38,21,15,6
